notice_date,reason,company,address,county,phone,business_type,affected,total_employees,layoff_date,dislocation,union,classification
4/8/2020,Temporary Plant Layoff,"Houlihan's Farmingdale, LLC dba Houlihan's – Farmingdale","923 Broad Road, Route 110 Farmingdale, NY 11735",Nassau County,(713) 850-1010,Restaurant,85,0,4/8/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/13/2020,Temporary Plant Layoff,Palm New York Downtown LLC dba The Palm - New York (Tribeca),"206 West Street New York, NY 10282",New York County,(713) 850-1010,Restaurant,126,0,4/13/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/13/2020,Temporary Plant Layoff,Palm West Corporation dba The Palm - West NY,"250 West 50th Street New York, NY 10019",New York County,(713) 850-1010,Restaurant,78,0,4/13/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/14/2020,Plant Layoff,Fortune Media,"40 Fulton Street New York, NY 10038",New York County,(917) 273-5013,Media Company,27,0,4/30/2020,COVID-19,"NewsGuild of New York, TNG/CWA, Local 31003",Plant Layoff
3/17/2020,Temporary Plant Layoff,"Bella Coppia, LLC dba Nick & Toni's Restaurant","136 N Main Street East Hampton, NY 11937",Suffolk County,(631) 324-0068,Restaurant,24,0,3/16/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/31/2020,Temporary Plant Layoff,"J.M. Haley, Corporation","151 Toledo Street Farmingdale, NY 11735",Nassau County,(516) 582-7904,Sheet Metal Contractor,44,0,3/31/2020,COVID-19,United Service Workers Local 355,Temporary Plant Layoff
3/20/2020,Temporary Plant Layoff,The Argyle Group LLC,"50 Broad Street New York, NY 10004",New York County,(646) 839-0012,Executive Events Company,24,0,3/20/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/10/2020,Temporary Plant Closing,"Abercrombie & Fitch, abercrombie kids, Hollister Co., and Gilly Hicks","Eastview Mall Victor, NY 14564",Ontario County,(614) 283-7292,Retail clothing store,67,67,Furloughs,COVID-19,The employees are not represented by a union,Temporary Plant Closing
4/10/2020,Temporary Plant Closing,"Abercrombie & Fitch, abercrombie kids, Hollister Co., and Gilly Hicks","Destiny USA Syracuse, NY 13204",Onondaga County,(614) 283-7292,Retail clothing store,83,83,Furloughs,COVID-19,The employees are not represented by a union,Temporary Plant Closing
4/10/2020,Temporary Plant Closing,"Abercrombie & Fitch, abercrombie kids, Hollister Co., and Gilly Hicks","Crossgates Mall Albany, NY 12203",Albany County,(614) 283-7292,Retail clothing store,86,86,Furloughs,COVID-19,The employees are not represented by a union,Temporary Plant Closing
4/10/2020,Temporary Plant Closing,"Abercrombie & Fitch, abercrombie kids, Hollister Co., and Gilly Hicks",(14 affected sites),Nassau County,(614) 283-7292,Retail clothing store,696,696,Furloughs,COVID-19,The employees are not represented by a union,Temporary Plant Closing
4/10/2020,Temporary Plant Closing,"Abercrombie & Fitch, abercrombie kids, Hollister Co., and Gilly Hicks",(2 affected sites),Erie County,(614) 283-7292,Retail clothing store,71,71,Furloughs,COVID-19,The employees are not represented by a union,Temporary Plant Closing
4/10/2020,Temporary Plant Closing,"Abercrombie & Fitch, abercrombie kids, Hollister Co., and Gilly Hicks","Hollister Co. 601-635 Harry L Drive, Ste 72 Johnson City, NY 13790",Broome County,(614) 283-7292,Retail clothing store,37,37,Furloughs,COVID-19,The employees are not represented by a union,Temporary Plant Closing
4/10/2020,Temporary Plant Closing,"Abercrombie & Fitch, abercrombie kids, Hollister Co., and Gilly Hicks",(2 affected sites),Jefferson County,(614) 283-7292,Retail clothing store,63,63,Furloughs,COVID-19,The employees are not represented by a union,Temporary Plant Closing
4/10/2020,Temporary Plant Closing,"Abercrombie & Fitch, abercrombie kids, Hollister Co., and Gilly Hicks",(8 affected sites),New York/Kings/Queens/Richmond County,(614) 283-7292,Retail clothing store,1166,1166,Furloughs,COVID-19,The employees are not represented by a union,Temporary Plant Closing
4/10/2020,Temporary Plant Closing,"Abercrombie & Fitch, abercrombie kids, Hollister Co., and Gilly Hicks","Hollister Co. 1 Sangertown Square, Ste. 72 New Hartford, NY 13413",Oneida County,(614) 283-7292,Retail clothing store,26,26,Furloughs,COVID-19,The employees are not represented by a union,Temporary Plant Closing
4/10/2020,Temporary Plant Closing,"Abercrombie & Fitch, abercrombie kids, Hollister Co., and Gilly Hicks",(11 sites),Orange County,(614) 283-7292,Retail clothing store,401,401,Furloughs,COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/31/2020,Temporary Plant Closing,The Goodyear Tire & Rubber Company,"5500 Goodyear Drive Niagara Falls, NY 14304",Niagara County,(716) 236-2649,Manufacturer,41,0,30,COVID-19,United Steel Workers Local 4-277,Temporary Plant Closing
3/24/2020,Temporary Plant Layoff,"Soho House New York, LLC","515 W. 20th Street New York, NY 10011",New York County,(646) 483-0603,Hotel,67,67,18,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/24/2020,Temporary Plant Closing,"Soho House New York, Inc.","Members Club 29 9th Ave New York, NY 10014",New York County,(646) 483-0603,Hotel,244,244,14,COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/24/2020,Temporary Plant Closing,"Soho Ludlow Tenant, Inc.","Members Club 139 Ludlow Street New York, NY 10002",New York County,(646) 483-0603,Hotel,112,112,Seven,COVID-19,The employees are not represented by a union,Temporary Plant Closing
4/3/2020,Temporary Plant Closing,Soho-Works 55 Water Inc.,"55 Water Street Brooklyn, NY 11201",Kings County,(907) 852-3435,Restaurant,8,8,3/17/2020,COVID-19,The employees are not represented by a union,Temporary Plant Closing
4/2/2020,Temporary Plant Layoff,"Altamarea Group, LLC","Marea 240 Central Park South New York, NY 10019",New York County,(347) 854-0160,Restaurant,0,0,3/17/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/6/2020,Temporary Plant Closing,"StructureTech New York, Inc.","1241 Broadway New York, NY 10001",Kings/New York County,(212) 732-5400 Ext,General Contractor,579,579,3/30/2020,COVID-19,The employees are not represented by a union,Temporary Plant Closing
4/7/2020,Temporary Plant Layoff,Stoler of Queens Inc. dba Silver Star Motors,"36-11 Norther Blvd. Long Island City, NY 11101",Queens County,(718) 361-2332,Auto Dealership,53,114,3/31/2020,COVID-19,Local 1102 RWDSU/UFCW,Temporary Plant Layoff
4/14/2020,Temporary Plant Layoff,ALM Media LLC,"150 East 42nd Street, Mezzanine Level New York, NY 10017",New York County,(212) 457-9437,Media Company,5,0,4/14/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/15/2020,Temporary Plant Layoff,"Hearth Restaurant Investors, LLC","403 East 12th Street New York, NY 10009",New York County,(646) 602-1300,Restaurant,51,57,3/20/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/15/2020,Temporary Plant Layoff,"Brodofication, LLC","403 East 12th Street New York, NY 10009",New York County,(646) 602-1300,Broth Shop,34,57,4/10/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/13/2020,Temporary Plant Layoff,"Strip House 44th Street, LLC dba Strip House - Midtown (44th)","15 West 44th Street New York, NY 10036",New York County,(713) 850-1010,Restaurant,70,0,4/13/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/13/2020,Temporary Plant Layoff,"Strip House Restaurants, LLC dba Strip House - Downtown (12th)","13 East 12th Street New York, NY 10003",New York County,(713) 850-1010,Restaurant,64,0,4/13/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/13/2020,Temporary Plant Layoff,"Perry Ellis International, Inc.","1120 Avenue of the Americas, 8th Floor New York, NY 10036",New York County,(305) 873-1226,"Designer, Distribution and Licensor of Apparel",77,0,4/24/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/9/2020,Temporary Plant Layoff,"Cast & Crew Payroll, LLC","7 Penn Plaza, Suite 601 New York, NY 10001",New York County,(818) 848-6022,Payroll & HR Services,40,0,4/10/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/2/2020,Temporary Plant Layoff,New Museum of Contemporary Art,"235 Bowery New York, NY 10002",New York County,(212) 219-1222 Ext,Museum,0,0,4/2/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/6/2020,Temporary Plant Closing,Soho - Dumbo Inc.,"55 Water Street Brooklyn, NY 11201",Kings County,(907) 852-3435,Restaurant,102,102,3/16/2020,COVID-19,The employees are not represented by a union,Temporary Plant Closing
4/6/2020,Temporary Plant Closing,"Soho-Cecconis (Water Street), LLC","55 Water Street Brooklyn, NY 11201",Kings County,(908) 752-3435,Restaurant,104,104,3/16/2020,COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/26/2020,Temporary Plant Layoff,"Suit Supply (USA), Inc.","1000 3rd Avenue New York, NY 10022",New York/Kings County,(252) 258-5617,Suit Retail,173,0,3/29/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/26/2020,Temporary Plant Layoff,"Suit Supply (USA), Inc.","1000 3rd Avenue New York, NY 10022",New York/Kings County,(252) 258-5617,Suit Retail,173,0,3/29/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/2/2020,Temporary Plant Layoff,"Unicell Body Company, Inc.","571 Howard Street Buffalo, NY 14206",Erie County,(800) 628-8914 Ext,Fiberglass Manufacturing,25,0,3/20/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/17/2020,Temporary Plant Layoff,TravelCenters of America,"1255 Route 414 Waterloo, NY 13165",Seneca County,(440) 808-4463,Travel Center,27,0,4/14/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/15/2020,Temporary Plant Layoff,"MJ Mechanical Services, Inc.","95 Pirson Parkway Tonawanda, NY 14150",Erie County,(716) 844-3613,Mechanical Contractor,38,0,3/23/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/23/2020,Temporary Plant Layoff,Shults Auto Group,"181 E. Fairmount Avnue, Suite 200 Lakewood, NY 14750",Cattaraugus/Chautauqua County,716-763-1551,Auto Dealership,0,0,3/20/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/15/2020,Temporary Plant Layoff,Voxx International Corporation,"180 Marcus Blvd. Hauppauge, NY 11788",Suffolk County,(631) 436-6589,Consumer Electronics Company,31,0,4/6/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/3/2020,Temporary Plant Layoff,Omega Moulding Company,"1 Sawdust Dr. Bellport, NY 11713",Suffolk County,(800) 289-6634 Ext,Moulding Wholesaler,86,93,4/1/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/1/2020,Temporary Plant Layoff,Barteca dba bartaco,"1 Willet Avenue Port Chester, NY 10573",Westchester County,(703) 244-8972,Restaurant,80,0,3/21/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/10/2020,Temporary Plant Layoff,"Mid Rockland Imaging Partners, Inc.","4160 Merrick Road Massapequa, NY 11758",Nassau/Suffolk County,(302) 533-2102,Medical Imaging,16,0,3/25/2020,COVID-19,The employees are not represented by a union.,Temporary Plant Layoff
4/10/2020,Temporary Plant Layoff,"Mid Rockland Imaging Partners, Inc.","2106 Bronxdale Avenue, Suite 102 Bronx, NY 10462",Bronx/Kings/NY/Queens County,(302) 533-2102,Medical Imaging,66,0,3/25/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/16/2020,Temporary Plant Layoff,Lucky,"13 Associates, LLC dba Catch New York 21 Ninth Ave New York, NY 10014",New York County,(212) 627-1235,Restaurant,376,0,356,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/30/2020,Temporary Plant Closing,Yeshivah of Flatbush,"919 East 10th Street Brooklyn, NY 11230",Kings County,(718) 377-4040 Ext,School,197,197,34,COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/16/2020,Temporary Plant Layoff,"88 Ninth Avenue Hospitality, LLC dba Catch Steak","88 Ninth Ave. New York, NY 10011",New York County,(212) 627-1235 Ext,Restaurant,353,0,330,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/20/2020,Plant Layoff,Patriot Electric Corp.,"15-17 126th St. College Point, NY 11356",Queens County,(718) 736-8733 Ext,Electrical Contracting,131,0,69,COVID-19,Local 363 - United Service Workers of America,Plant Layoff
3/27/2020,Temporary Plant Closing,Omni Berkshire Corporation dba Omni Berkshire Place Hotel,"21 East 52nd Street New York, NY 10022",New York County,(212) 754-5001,Hotel,268,0,52,COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/19/2020,Temporary Plant Layoff,"The Bowery Hotel, LLC","335 Bowery New York, NY 10003",New York County,(212) 505-9100,Hotel,90,0,87,COVID-19,"New York Hotel & Motel Trades Council, AFL-CIO",Temporary Plant Layoff
3/16/2020,Temporary Plant Layoff,"Lexington Project Managers, LLC dba Lexington Brass","517 Lexington Ave. New York, NY 10017",New York County,(212) 627-1235 Ext,Restaurant,89,0,81,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/8/2020,Temporary Plant Closing,Moose Goose Holding Inc. dba The Grey Dog,"242 West 16th Street New York, NY 10011",New York County,(410) 206-6460,Restaurant,57,57,3/16/2020,COVID-19,The employees are not represented by a union,Temporary Plant Closing
4/8/2020,Temporary Plant Closing,Moose Goose Holding Inc. dba The Grey Dog,"49 Carmine Street New York, NY 10014",New York County,(410) 206-6460,Restaurant,32,32,3/16/2020,COVID-19,The employees are not represented by a union,Temporary Plant Closing
4/8/2020,Temporary Plant Closing,Moose Goose Holding Inc. dba The Grey Dog,"244 Mulberry Street New York, NY 10012",New York County,(410) 206-6460,Restaurant,39,39,3/16/2020,COVID-19,The employees are not represented by a union,Temporary Plant Closing
4/8/2020,Temporary Plant Closing,Moose Goose Holding Inc. dba The Grey Dog,"90 University Place New York, NY 10003",New York County,(410) 206-6460,Restaurant,31,31,3/16/2020,COVID-19,The employees are not represented by a union,Temporary Plant Closing
4/7/2020,Temporary Plant Layoff,Crestline Hotels & Resorts Hilton Garden Inn Islip/MacArthur Airport,"3485 Veterans Memorial Highway Ronkonkoma, NY 11779",Suffolk County,(571) 529-6362,Hotel,34,0,3/27/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/8/2020,Temporary Plant Layoff,Hotel Pennsylvania,"401 Seventh Avenue New York, NY 10001",New York County,(917) 842-3908,Hotel,410,0,4/2/2020,COVID-19,"New York Hotel & Motel Trades Council, AFL-CIO",Temporary Plant Layoff
3/29/2020,Temporary Plant Closing,Major Food Group (MFG) 375 Park Food LLC,"99 East 52nd Street New York, NY 10022",New York County,-----,Restaurant,176,176,3/16/2020,COVID-19,The employees are not represented by a union,Temporary Plant Closing
4/7/2020,Temporary PLant Layoff,Avianca,"JFK International Airport Terminal #4B Concourse 2nd Floor, Room 275-168 Jamaica, NY 11430",Queens County,(305) 599-7200 Ext,Airline,5,0,4/1/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/13/2020,Temporary Plant Layoff,"Manhattan Luxury Automobiles, Inc.","627 11th Avenue New York, NY 10036",New York County,(201) 255-1243,Auto Dealership,59,0,3/25/2020,COVID-19,Local 259 UAW,Temporary Plant Layoff
4/13/2020,Temporary Plant Layoff,"Lexus of Queens - Manhattan Luxury Automobiles, Inc.","40-40 Northern Blvd. Long Island City, NY 11101",Queens County,(201) 255-1243,Auto Dealership,82,0,3/25/2020,COVID-19,Local 259 UAW,Temporary Plant Layoff
4/14/2020,Temporary Plant Layoff,Building Maintenance Service LLC,"11 Penn Plaza New York, NY 10001",New York County,(212) 345-0405,Cleaning Services,206,0,-----,COVID-19,"Local 32BJ, Service Employees International Union",Temporary Plant Layoff
4/14/2020,Temporary Plant Layoff,Vornado Two Penn Plaza LLC,"11 Penn Plaza New York, NY 10001",New York County,(201) 345-0405,Realty,31,0,-----,COVID-19,"Local 32BJ, Service Employees International Union",Temporary Plant Layoff
4/14/2020,Temporary Plant Layoff,770 Broadway Company LLC,"11 Penn Plaza New York, NY 10001",New York County,(201) 345-0405,Realty,58,0,-----,COVID-19,"Local 32BJ, Service Employees International Union",Temporary Plant Layoff
4/14/2020,Temporary Plant Layoff,Broadway Park Fee LLC,"11 Penn Plaza New York, NY 10001",New York County,(201) 345-0405,Realty,40,0,-----,COVID-19,"Local 32BJ, Service Employees International Union",Temporary Plant Layoff
4/14/2020,Temporary Plant Layoff,Eleven Penn Plaza LLC,"11 Penn Plaza New York, NY 10001",New York County,(201) 345-0405,Realty,34,0,-----,COVID-19,"Local 32BJ, Service Employees International Union",Temporary Plant Layoff
4/14/2020,Temporary Plant Layoff,Ninety Park Property LLC,"11 Penn Plaza New York, NY 10001",New York County,(201) 345-0405,Realty,31,0,-----,COVID-19,"Local 32BJ, Service Employees International Union",Temporary Plant Layoff
4/14/2020,Temporary Plant Layoff,VNO 100 West 33rd Street LLC,"11 Penn Plaza New York, NY 10001",New York County,(201) 345-0405,Realty,42,0,-----,COVID-19,"Local 32BJ, Service Employees International Union",Temporary Plant Layoff
4/14/2020,Temporary Plant Layoff,888 Seventh Ave LLC,"11 Penn Plaza New York, NY 10001",New York County,(201) 345-0405,Realty,29,0,-----,COVID-19,"Local 32BJ, Service Employees International Union",Temporary Plant Layoff
4/13/2020,Temporary Plant Layoff,"Westchester Toyota Westchester Foreign Autos, Inc.","2167 Central Park Avenue Yonkers, NY 10710",Westchester County,(201) 255-1243,Auto Dealership,100,0,3/25/2020,COVID-19,Local No 810,Temporary Plant Layoff
4/13/2020,Temporary Plant Layoff,Bay Ridge Chevrolet Inc.,"1575 86th Street Brooklyn, NY 11220",Kings County,(201) 255-1243,Auto Dealership,39,0,3/25/2020,COVID-19,Local 259 UAW,Temporary Plant Layoff
4/13/2020,Temporary Plant Layoff,"Toyota of Manhattan - Skyline Automobiles, Inc.","645 11th Avenue New York, NY 10036",New York County,(201) 255-1243,Auto Dealership,75,0,3/25/2020,COVID-19,Local 259 UAW,Temporary Plant Layoff
4/13/2020,Temporary Plant Layoff,"Bay Ridge Nissan, Inc.","6501 5th Avenue Brooklyn, NY 11220",Kings County,(201) 255-1243,Auto Dealership,96,0,3/25/2020,COVID-19,Teamsters Local Union NO 202,Temporary Plant Layoff
4/13/2020,Temporary Plant Layoff,"Bay Ridge Foreign Autos, Inc.","665 65th Street Brooklyn, NY 11220",Kings County,(201) 255-1243,Auto Dealership,70,0,3/25/2020,COVID-19,Teamsters Local Union NO 202,Temporary Plant Layoff
4/6/2020,Temporary Plant Layoff,Heinrich Chevrolet Corp.,"5775 S Transit Road Lockport, NY 14094",Niagara County,(716) 478-0742,Auto Dealership,72,74,3/21/2020,COVID-19,The employees are not represented by a union. Non Union,Temporary Plant Layoff
4/8/2020,Temporary Plant Layoff,Morton's of Chicago/Fifth Ave. dba Morton's - New York,"551 5th Avenue New York, NY 10176",New York County,(713) 850-1010,Restaurant,69,0,4/8/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/8/2020,Temporary Plant Layoff,"Hamburger Intermediary, LLC dba Bill's Bar & Burger - Rock Center NY","16 West 51st Street New York, NY 10019",New York County,(713) 850-1010,Restaurant,141,0,4/8/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/8/2020,Temporary Plant Layoff,"B.R. Guest Holdings, LLC dba Dos Caminos - Meatpacking NY","675 Hudson Street New York, NY 10014",New York County,(713) 850-1010,Restaurant,96,0,4/8/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/8/2020,Temporary Layoff,"B.R. Guest Holdings, LLC dba Dos Caminos - Times Square","1567 Broadway, W Hotel Times Square New York, NY 10036",New York County,(713) 850-1010,Restaurant,131,0,4/8/2020,COVID-19,The employees are not represented by a union,Temporary Layoff
4/8/2020,Temporary Plant Layoff,"B.R. Guest Holdings, LLC dba Dos Caminos – Park Ave NY","373 Park Avenue South New York, NY 10016",New York County,(713) 850-1010,Restaurant,83,0,4/8/2020,COVID-19,The employees are not represented by a union. Non Union,Temporary Plant Layoff
4/8/2020,Temporary Plant Layoff,"Bubba Gump Shrimp Co. Restaurants, Inc. dba Bubba Gump","1501 Broadway New York, NY 10036",New York County,(713) 850-1010,Restaurant,214,0,4/8/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/8/2020,Temporary Plant Layoff,"B.R. Guest Holdings, LLC dba Blue Fin - New York","1567 Broadway, W Hotel Times Square New York, NY 10036",New York County,(713) 850-1010,Restaurant,129,0,4/8/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/8/2020,Temporary Plant Layoff,"B.R. Guest Parent Holdings, LLC dba Bill's Bar & Burger - Downtown","85 West Street New York, NY 10006",New York County,(713) 850-1010,Restaurant,100,0,4/8/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/13/2020,Temporary Plant Layoff,"Fordham Toyota (Fordham Auto Sales, LLC)","236 W Fordham Road Bronx, NY 10468",Bronx County,(201) 255-1243,Auto Dealership,74,0,3/25/2020,COVID-19,Local No 810,Temporary Plant Layoff
4/13/2020,Temporary Plant Layoff,"Bay Ridge Toyota (Bay Ridge Motor Sales, Inc.)","6401 6th Avenue Brooklyn, NY 11220",Kings County,(201) 255-1243,Auto Dealership,105,0,4/25/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/8/2020,Temporary Plant Layoff,McCormick & Schmick Restaurant Corp. dba Mastro's Steakhouse - New York,"1285 Avenue of the Americas New York, NY 10019",New York County,(713) 850-1010,Restaurant,120,0,4/8/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/31/2020,Temporary Plant Layoff,"Macro Retailing LLC, dba Super Shoes","230 Amsterdam Commons Amsterdam, NY 12010",Oneida/Montgomery County,(203) 273-6765,Shoe Store,15,0,3/20/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/31/2020,Temporary Plant Layoff,Macro Retailing LLC dba Super Shoes,"1440 Central Avenue Albany, NY 12205",Albany/Warren County,(203) 273-6765,Shoe Store,17,0,3/20/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/31/2020,Temporary Plant Layoff,Macro Retailing LLC dba Super Shoes,"2044 Saranac Lake Lake Placid, NY 12946",Clinton/Essex County,(203) 273-6765,Shoe Store,12,0,3/20/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/6/2020,Temporary Plant Layoff,"Miller's Ale House, Inc.","3046 Hempstead Tpke. Levittown, NY 11756",Nassau County,(407) 547-1219,Restaurant,93,0,3/29/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/6/2020,Temporary Plant Layoff,"Miller's Ale House, Inc.","4000 Middle Country Road Lake Grove, NY 11755",Suffolk County,(407) 547-1219,Restaurant,95,0,3/29/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/6/2020,Temporary Plant Layoff,"Miller's Ale House, Inc.","88 Veteran's Memorial Highway Commack, NY 11725",Suffolk County,(407) 547-1219,Restaurant,94,0,3/21/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/6/2020,Temporary Plant Layoff,"Miller's Ale House, Inc.","1800 The Arches Circle Deer Park, NY 11729",Suffolk County,(407) 547-1219,Restaurant,92,0,3/29/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/6/2020,Temporary Plant Layoff,"Miller's Ale House, Inc.","6135 Junction Blvd. Rego Park, NY 11374",Queens County,(407) 547-1219,Restaurant,70,0,3/21/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/10/2020,Temporary Plant Layoff,Keeler Motor Car Company,"1111 Troy Schenectady Road Latham, NY 12110",Albany County,(518) 785-4197,Auto Dealership,0,0,3/19/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/9/2020,Temporary Plant Layoff,"Venture Forthe, Inc.","3900 Packard Road Niagara Falls, NY 14303",Niagara County,(716) 285-8070 Ext,Home Health Care,6,0,4/7/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/8/2020,Temporary Plant Layoff,"Venture Forthe, Inc.","560 W 3rd Street, Suite 5 Jamestown, NY 14701",Chautauqua County,(716) 285-8070 Ext,Home Health Care,3,0,4/8/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/8/2020,Temporary Plant Layoff,"Venture Forthe, Inc.","242 N. Union Street, Suite 3 Olean, NY 14760",Cattaraugus County,(716) 285-8070 Ext,Home Health Care,5,0,4/7/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/8/2020,Temporary Plant Layoff,"Venture Forthe, Inc.","687 Lee Road, Suite C185 Rochester, NY 14606",Monroe County,(716) 285-8070 Ext,Home Health Care,6,0,4/8/2020,COVID-19,The employees are not represented by a union. Non Union,Temporary Plant Layoff
3/19/2020,Temporary Plant Layoff,246 Spring Street NY LLC dba The Dominick,"246 Spring Street New York, NY 10013",New York County,(212) 842-5537,Hotel,183,0,48,COVID-19,"New York Hotel & Motel Trades Council, AFL-CIO",Temporary Plant Layoff
4/1/2020,Temporary Plant Layoff,Bonhams,"580 Madison Avenue New York, NY 10022",New York County,(212) 644-9001,Auction House,22,0,4/2/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/29/2020,Temporary Plant Closing,"Major Food Group (MFG) Ludlow Hotel Food & Beverage, LLC","180 Ludlow Street New York, NY 10002",New York County,(603) 479-1250,Hotel,81,81,3/15/2020,COVID-19,The employees are not represented by a union,Temporary Plant Closing
4/14/2020,Temporary Plant Layoff,Donaldsons Inc.,"5700 Sunrise Highway Sayville, NY 11782",Suffolk County,(631) 567-6400,Auto Dealership,22,0,3/21/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/7/2020,Temporary Plant Layoff,Air Canada,"LaGuardia Airport and JFK International Airport Queens, NY",Queens County,(813) 287-3891,Airline,69,0,3/26/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/10/2020,Temporary Plant Closing,Arista,"38-26 Tenth Street Long Island City, NY 11101",Queens County,(718) 706-4435,Computer Networking,172,172,3/23/2020,COVID-19,Steamfitters Fund Office Local 638B and Joint Industry Board Local 3,Temporary Plant Closing
4/10/2020,Temporary Plant Layoff,"Planet Hollywood (Broadway), LLC dba Planet Hollywood and dba Buca di Beppo","1540 Broadway New York, NY 10036",New York County,(407) 284-1877,Restaurant,25,0,3/17/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/8/2020,Temporary Plant Closing,The Residence Inn Times Square,"1033 Avenue of the Americas New York, NY 10018",New York County,(212) 380-5007,Hotel,106,106,3/27/2020,COVID-19,"New York Hotel & Motel Trades Council, AFL-CIO",Temporary Plant Closing
4/8/2020,Temporary Plant Closing,The Courtyard by Marriott Times Square,"114 West 40th Street New York, NY 10018",New York County,(212) 380-5007,Hotel,75,75,3/27/2020,COVID-19,"New York Hotel & Motel Trades Council, AFL-CIO",Temporary Plant Closing
4/8/2020,Temporary Plant Layoff,"Callanan Industries, Inc.","402 State Highway 5S Amsterdam, NY 12010",Montgomery County,(518) 366-8723,Concrete Supplier,14,0,4/6/2020,COVID-19,Operating Engineers Local 158 and Teamsters Local 294,Temporary Plant Layoff
4/8/2020,Temporary Plant Layoff,Fairfield Inn & Suites New York Manhattan/Financial District,"30 Fletcher Street New York, NY 10038",New York County,(973) 865-7019,Hotel,40,40,3/10/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/10/2020,Temporary Plant Layoff,Juicerie LLC dba The Butcher's Daughter,"19 Kenmare Street New York, NY 10012",New York County,(619) 851-8453,Restaurant,43,0,3/25/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/10/2020,Temporary Plant Layoff,Juicerie 3 LLC dba The Butcher's Daughter,"581 Hudson Street New York, NY 10014",New York County,(619) 851-8453,Restaurant,22,0,3/25/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
